ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
91,episode_260409_123736_target_left_right_path__core__fixed_center,left_right,9,9,True,FORWARD,0.4375,0.6406,0.08203,True,2,gray basket|air conditioner,True,0.6178,"[(0.328125, 0.453125, 0.546875, 0.828125)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a dehumidifier and a desiccant",False,False,False,False,67
92,episode_260409_123828_target_left_right_path__core__fixed_center,left_right,3,3,True,FWD+R,0.3438,0.6094,0.03906,True,3,gray basket|a white air conditioner|white walls,True,0.6537,"[(0.265625, 0.484375, 0.421875, 0.734375)]",a white air conditioner|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
92,episode_260409_123828_target_left_right_path__core__fixed_center,left_right,10,10,True,FORWARD,0.3906,0.6562,0.10156,True,4,gray basket|A gray basket air conditioner|the floor|white walls,True,0.6454,"[(0.265625, 0.453125, 0.515625, 0.859375), (0.015625, 0.421875, 0.109375, 0.640625)]",the floor|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a dehumidifier",False,False,False,False,64
92,episode_260409_123828_target_left_right_path__core__fixed_center,left_right,11,11,True,FORWARD,0.5,0.3906,0.72656,True,2,gray basket|a white wall,True,0.1369,"[(0.234375, 0.453125, 0.515625, 0.890625)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
92,episode_260409_123828_target_left_right_path__core__fixed_center,left_right,15,15,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|white wall,True,0.2313,"[(0.140625, 0.421875, 0.578125, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
92,episode_260409_123828_target_left_right_path__core__fixed_center,left_right,16,16,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|white wall,True,0.2805,"[(0.109375, 0.390625, 0.609375, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
93,episode_260409_201424_target_left_right_path__core__fixed_center,left_right,8,8,True,FORWARD,0.5156,0.625,0.06445,True,2,gray basket|a black box,True,0.5855,"[(0.421875, 0.453125, 0.609375, 0.796875)]",a black box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a grey air conditioner sitting on the floor",False,True,False,False,70
93,episode_260409_201424_target_left_right_path__core__fixed_center,left_right,9,9,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a black air conditioner,True,0.0029,"[(0.359375, 0.453125, 0.578125, 0.828125)]",a black air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white air conditioner and a white wall",False,False,False,False,70
93,episode_260409_201424_target_left_right_path__core__fixed_center,left_right,14,14,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|white wall,True,0.2,"[(0.171875, 0.421875, 0.546875, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
93,episode_260409_201424_target_left_right_path__core__fixed_center,left_right,15,15,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|<patch_index_421><patch_index_1010>,True,0.2005,"[(0.171875, 0.453125, 0.578125, 0.984375)]",<patch_index_421><patch_index_1010>,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
93,episode_260409_201424_target_left_right_path__core__fixed_center,left_right,18,18,True,FORWARD,0.5,0.4375,0.81738,True,2,gray basket|a white wall,True,0.3166,"[(0.015625, 0.359375, 0.578125, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
94,episode_260409_201536_target_left_right_path__core__fixed_center,left_right,0,0,True,FWD+R,0.2969,0.5938,0.02734,True,3,gray basket|a white trash can|white walls,True,0.6076,"[(0.234375, 0.484375, 0.359375, 0.703125)]",a white trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with peeling paint on the walls",False,False,False,False,71
94,episode_260409_201536_target_left_right_path__core__fixed_center,left_right,8,8,True,FORWARD,0.5312,0.625,0.0752,True,2,gray basket|a black box,True,0.6635,"[(0.421875, 0.453125, 0.640625, 0.796875)]",a black box,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall and a grey air conditioner.",False,True,False,False,70
94,episode_260409_201536_target_left_right_path__core__fixed_center,left_right,14,14,True,FORWARD,0.75,0.5,0.05,True,2,gray basket|white wall,True,0.0,"[(0.234375, 0.421875, 0.609375, 0.984375)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
94,episode_260409_201536_target_left_right_path__core__fixed_center,left_right,15,15,True,FORWARD,0.5,0.4219,0.78711,True,2,gray basket|a white wall,True,0.215,"[(0.203125, 0.453125, 0.640625, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
94,episode_260409_201536_target_left_right_path__core__fixed_center,left_right,17,17,True,FORWARD,0.75,0.8594,0.08789,True,2,gray basket|a white wall,True,0.0,"[(0.015625, 0.359375, 0.546875, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
95,episode_260409_201627_target_left_right_path__core__fixed_center,left_right,5,5,True,FWD+R,0.5,0.5938,0.04395,True,2,gray basket|a gray air conditioner,True,0.5941,"[(0.421875, 0.453125, 0.578125, 0.734375)]",a gray air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a white wall and a window",False,False,False,False,72
95,episode_260409_201627_target_left_right_path__core__fixed_center,left_right,6,6,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a white air conditioner,True,0.3019,"[(0.453125, 0.453125, 0.640625, 0.765625)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall, a chair, a desk, and a small air conditioner.",False,False,False,False,74
